Publication Date,Title,Link
3/9/2009,"American Museum of Natural History, New York, NY",https://www.federalregister.gov/documents/2009/03/09/E9-4843/notice-of-intent-to-repatriate-cultural-items-american-museum-of-natural-history-new-york-ny
3/5/2009,"Southwest Museum of the American Indian, Autry National Center, Los Angeles, CA",https://www.federalregister.gov/documents/2009/03/05/E9-4673/notice-of-intent-to-repatriate-cultural-items-southwest-museum-of-the-american-indian-autry-national
3/5/2009,"U.S. Department of Energy, Richland Operations Office, Richland, WA and Phoebe A. Hearst Museum of Anthropology, University of California, Berkeley, Berkeley, CA",https://www.federalregister.gov/documents/2009/03/05/E9-4670/notice-of-intent-to-repatriate-a-cultural-item-us-department-of-energy-richland-operations-office
3/5/2009,"Paul H. Karshner Memorial Museum, Puyallup, WA",https://www.federalregister.gov/documents/2009/03/05/E9-4682/notice-of-intent-to-repatriate-a-cultural-item-paul-h-karshner-memorial-museum-puyallup-wa
2/2/2009,"Heard Museum, Phoenix, AZ",https://www.federalregister.gov/documents/2009/02/02/E9-2126/notice-of-intent-to-repatriate-cultural-items-heard-museum-phoenix-az
2/2/2009,"Western Reserve Historical Society, Cleveland, OH",https://www.federalregister.gov/documents/2009/02/02/E9-2114/notice-of-intent-to-repatriate-cultural-items-western-reserve-historical-society-cleveland-oh
12/30/2008,"Phoebe A. Hearst Museum of Anthropology, University of California, Berkeley, Berkeley, CA",https://www.federalregister.gov/documents/2008/12/30/E8-30890/notice-of-intent-to-repatriate-cultural-items-phoebe-a-hearst-museum-of-anthropology-university-of
12/29/2008,"Bishop Museum, Honolulu, HI",https://www.federalregister.gov/documents/2008/12/29/E8-30900/notice-of-intent-to-repatriate-cultural-items-bishop-museum-honolulu-hi
11/25/2008,"U.S. Department of Agriculture, Forest Service, Coronado National Forest, Tucson, AZ and Arizona State Museum, University of Arizona, Tucson, AZ; Correction",https://www.federalregister.gov/documents/2008/11/25/E8-28040/notice-of-intent-to-repatriate-cultural-items-us-department-of-agriculture-forest-service-coronado
11/25/2008,"Peabody Museum of Natural History, Yale University, New Haven, CT",https://www.federalregister.gov/documents/2008/11/25/E8-28038/notice-of-intent-to-repatriate-cultural-items-peabody-museum-of-natural-history-yale-university-new
11/5/2008,"U.S. Department of Defense, Army Corps of Engineers, Portland District, Portland, OR and University of Oregon Museum of Natural and Cultural History, Eugene, OR",https://www.federalregister.gov/documents/2008/11/05/E8-26349/notice-of-intent-to-repatriate-a-cultural-item-us-department-of-defense-army-corps-of-engineers
11/5/2008,"U.S. Department of the Interior, National Park Service, Delaware Water Gap National Recreation Area, Bushkill, PA",https://www.federalregister.gov/documents/2008/11/05/E8-26353/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
10/29/2008,"U.S. Department of the Interior, National Park Service, Intermountain Region, Santa Fe, NM; Correction",https://www.federalregister.gov/documents/2008/10/29/E8-25760/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
10/21/2008,"U.S. Department of Defense, Army Corps of Engineers, Portland District, Portland, OR and University of Oregon Museum of Natural and Cultural History, Eugene, OR",https://www.federalregister.gov/documents/2008/10/21/E8-24973/notice-of-intent-to-repatriate-cultural-items-us-department-of-defense-army-corps-of-engineers
10/21/2008,"U.S. Department of Defense, Army Corps of Engineers, Portland District, Portland, OR and University of Oregon Museum of Natural and Cultural History, Eugene, OR",https://www.federalregister.gov/documents/2008/10/21/E8-24969/notice-of-intent-to-repatriate-cultural-items-us-department-of-defense-army-corps-of-engineers
10/9/2008,"San Diego Archaeological Center, San Diego, CA",https://www.federalregister.gov/documents/2008/10/09/E8-23971/notice-of-intent-to-repatriate-cultural-items-san-diego-archaeological-center-san-diego-ca
10/9/2008,"Horner Collection, Oregon State University, Corvallis, OR; Correction",https://www.federalregister.gov/documents/2008/10/09/E8-23959/notice-of-intent-to-repatriate-cultural-items-horner-collection-oregon-state-university-corvallis-or
10/9/2008,"San Diego Archaeological Center, San Diego, CA",https://www.federalregister.gov/documents/2008/10/09/E8-23947/notice-of-intent-to-repatriate-cultural-items-san-diego-archaeological-center-san-diego-ca
10/9/2008,"U.S. Department of Agriculture, Forest Service Kootenai National Forest, Libby, MT",https://www.federalregister.gov/documents/2008/10/09/E8-23962/notice-of-intent-to-repatriate-cultural-items-us-department-of-agriculture-forest-service-kootenai
10/9/2008,"San Diego Museum of Man, San Diego, CA",https://www.federalregister.gov/documents/2008/10/09/E8-23953/notice-of-intent-to-repatriate-cultural-items-san-diego-museum-of-man-san-diego-ca
10/7/2008,"San Diego Archaeological Center, San Diego, CA",https://www.federalregister.gov/documents/2008/10/07/E8-23701/notice-of-intent-to-repatriate-cultural-items-san-diego-archaeological-center-san-diego-ca
10/7/2008,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA; Correction",https://www.federalregister.gov/documents/2008/10/07/E8-23696/notice-of-intent-to-repatriate-cultural-items-peabody-museum-of-archaeology-and-ethnology-harvard
10/7/2008,"San Diego Archaeological Center, San Diego, CA",https://www.federalregister.gov/documents/2008/10/07/E8-23690/notice-of-intent-to-repatriate-cultural-items-san-diego-archaeological-center-san-diego-ca
10/7/2008,"Logan Museum of Anthropology, Beloit College, Beloit, WI",https://www.federalregister.gov/documents/2008/10/07/E8-23698/notice-of-intent-to-repatriate-cultural-items-logan-museum-of-anthropology-beloit-college-beloit-wi
9/10/2008,"Field Museum of Natural History, Chicago, IL",https://www.federalregister.gov/documents/2008/09/10/E8-21011/notice-of-intent-to-repatriate-cultural-items-field-museum-of-natural-history-chicago-il
9/10/2008,"U.S. Army Corps of Engineers, Portland District, Portland, OR and Museum of Anthropology, Washington State University, Pullman, WA",https://www.federalregister.gov/documents/2008/09/10/E8-21010/notice-of-intent-to-repatriate-cultural-items-us-army-corps-of-engineers-portland-district-portland
9/3/2008,"U.S. Department of the Interior, National Park Service, Lake Roosevelt National Recreation Area, Coulee Dam, WA",https://www.federalregister.gov/documents/2008/09/03/E8-20411/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
8/29/2008,"Bernice Pauahi Bishop Museum, Honolulu, HI; Correction",https://www.federalregister.gov/documents/2008/08/29/E8-20101/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-bernice-pauahi-bishop-museum
8/29/2008,"U.S. Department of the Interior, National Park Service, San Juan Island National Historical Park, Friday Harbor, WA and Thomas Burke Memorial Washington State Museum, University of Washington, Seattle, WA",https://www.federalregister.gov/documents/2008/08/29/E8-20107/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
8/29/2008,"Denver Museum of Nature & Science, Denver, CO",https://www.federalregister.gov/documents/2008/08/29/E8-20097/notice-of-intent-to-repatriate-cultural-items-denver-museum-of-nature-and-science-denver-co
8/29/2008,"New York State Museum, Albany, NY",https://www.federalregister.gov/documents/2008/08/29/E8-20103/notice-of-intent-to-repatriate-cultural-items-new-york-state-museum-albany-ny
8/29/2008,"Denver Museum of Nature & Science, Denver, CO",https://www.federalregister.gov/documents/2008/08/29/E8-20109/notice-of-intent-to-repatriate-a-cultural-item-denver-museum-of-nature-and-science-denver-co
8/29/2008,"Logan Museum of Anthropology, Beloit College, Beloit, WI",https://www.federalregister.gov/documents/2008/08/29/E8-20098/notice-of-intent-to-repatriate-cultural-items-logan-museum-of-anthropology-beloit-college-beloit-wi
8/29/2008,"U.S. Department of the Interior, Bureau of Land Management, Buffalo Field Office, Buffalo, WY",https://www.federalregister.gov/documents/2008/08/29/E8-20089/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-bureau-of-land
8/29/2008,"Denver Museum of Nature & Science, Denver, CO",https://www.federalregister.gov/documents/2008/08/29/E8-20108/notice-of-intent-to-repatriate-cultural-items-denver-museum-of-nature-and-science-denver-co
8/21/2008,"McWane Science Center, Birmingham, AL",https://www.federalregister.gov/documents/2008/08/21/E8-19323/notice-of-intent-to-repatriate-cultural-items-mcwane-science-center-birmingham-al
8/21/2008,"Horner Collection, Oregon State University, Corvallis, OR",https://www.federalregister.gov/documents/2008/08/21/E8-19338/notice-of-intent-to-repatriate-a-cultural-item-horner-collection-oregon-state-university-corvallis
8/21/2008,"Horner Collection, Oregon State University, Corvallis, OR",https://www.federalregister.gov/documents/2008/08/21/E8-19332/notice-of-intent-to-repatriate-cultural-items-horner-collection-oregon-state-university-corvallis-or
8/21/2008,"Horner Collection, Oregon State University, Corvallis, OR",https://www.federalregister.gov/documents/2008/08/21/E8-19330/notice-of-intent-to-repatriate-cultural-items-horner-collection-oregon-state-university-corvallis-or
8/21/2008,"Horner Collection, Oregon State University, Corvallis, OR",https://www.federalregister.gov/documents/2008/08/21/E8-19312/notice-of-intent-to-repatriate-cultural-items-horner-collection-oregon-state-university-corvallis-or
8/13/2008,"Northwest Museum, Whitman College, Walla Walla, WA",https://www.federalregister.gov/documents/2008/08/13/E8-18677/notice-of-intent-to-repatriate-cultural-items-northwest-museum-whitman-college-walla-walla-wa
7/23/2008,"U.S. Department of the Interior, National Park Service, Intermountain Region, Santa Fe, NM",https://www.federalregister.gov/documents/2008/07/23/E8-16732/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
7/18/2008,"U.S. Department of the Interior, National Park Service, Intermountain Region, Santa Fe, NM",https://www.federalregister.gov/documents/2008/07/18/E8-16486/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
7/18/2008,"U.S. Department of the Interior, National Park Service, Intermountain Region, Santa Fe, NM",https://www.federalregister.gov/documents/2008/07/18/E8-16471/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
7/18/2008,"U.S. Department of the Interior, National Park Service, Intermountain Region, Santa Fe, NM",https://www.federalregister.gov/documents/2008/07/18/E8-16470/notice-of-intent-to-repatriate-a-cultural-item-us-department-of-the-interior-national-park-service
7/18/2008,"U.S. Department of the Interior, National Park Service, Intermountain Region, Santa Fe, NM",https://www.federalregister.gov/documents/2008/07/18/E8-16484/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
7/18/2008,"U.S. Department of the Interior, National Park Service, Intermountain Region, Santa Fe, NM",https://www.federalregister.gov/documents/2008/07/18/E8-16469/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
7/14/2008,"Seton Hall University Museum, Seton Hall University, South Orange, NJ; Correction",https://www.federalregister.gov/documents/2008/07/14/E8-15910/notice-of-intent-to-repatriate-cultural-items-seton-hall-university-museum-seton-hall-university
7/14/2008,"Rochester Museum & Science Center, Rochester, NY",https://www.federalregister.gov/documents/2008/07/14/E8-15909/notice-of-intent-to-repatriate-cultural-items-rochester-museum-and-science-center-rochester-ny
7/14/2008,"American Museum of Natural History, New York, NY",https://www.federalregister.gov/documents/2008/07/14/E8-15907/notice-of-intent-to-repatriate-a-cultural-item-american-museum-of-natural-history-new-york-ny
7/14/2008,"University of Alaska Museum, Fairbanks, AK",https://www.federalregister.gov/documents/2008/07/14/E8-15911/notice-of-intent-to-repatriate-cultural-items-university-of-alaska-museum-fairbanks-ak
6/17/2008,"The Cleveland Museum of Natural History, Cleveland, OH",https://www.federalregister.gov/documents/2008/06/17/E8-13624/notice-of-intent-to-repatriate-cultural-items-the-cleveland-museum-of-natural-history-cleveland-oh
5/29/2008,"University of New Hampshire, Durham, NH",https://www.federalregister.gov/documents/2008/05/29/E8-11989/notice-of-intent-to-repatriate-cultural-items-university-of-new-hampshire-durham-nh
5/23/2008,"The Nelson Gallery Foundation, Kansas City, MO",https://www.federalregister.gov/documents/2008/05/23/E8-11576/notice-of-intent-to-repatriate-a-cultural-item-the-nelson-gallery-foundation-kansas-city-mo
5/23/2008,"Seton Hall University Museum, Seton Hall University, South Orange, NJ",https://www.federalregister.gov/documents/2008/05/23/E8-11572/notice-of-intent-to-repatriate-cultural-items-seton-hall-university-museum-seton-hall-university
4/17/2008,"American Museum of Natural History, New York, NY",https://www.federalregister.gov/documents/2008/04/17/E8-8295/notice-of-intent-to-repatriate-cultural-items-american-museum-of-natural-history-new-york-ny
3/31/2008,"Science Museum of Minnesota, St. Paul, MN",https://www.federalregister.gov/documents/2008/03/31/E8-6573/notice-of-intent-to-repatriate-cultural-items-science-museum-of-minnesota-st-paul-mn
3/31/2008,"Amerind Foundation Museum, Amerind Foundation, Inc., Dragoon, AZ; Correction",https://www.federalregister.gov/documents/2008/03/31/E8-6571/notice-of-intent-to-repatriate-cultural-items-amerind-foundation-museum-amerind-foundation-inc
3/31/2008,"Maryhill Museum of Art, Goldendale, WA",https://www.federalregister.gov/documents/2008/03/31/E8-6561/notice-of-intent-to-repatriate-cultural-items-maryhill-museum-of-art-goldendale-wa
3/6/2008,"University of Colorado Museum, Boulder, CO",https://www.federalregister.gov/documents/2008/03/06/E8-4327/notice-of-intent-to-repatriate-cultural-items-university-of-colorado-museum-boulder-co
3/6/2008,"U.S. Department of the Interior, Bureau of Indian Affairs, Washington, DC, and Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/2008/03/06/E8-4337/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-bureau-of-indian-affairs
2/25/2008,"Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/2008/02/25/E8-3453/notice-of-intent-to-repatriate-cultural-items-arizona-state-museum-university-of-arizona-tucson-az
2/25/2008,"Alaska State Museum, Juneau, AK",https://www.federalregister.gov/documents/2008/02/25/E8-3457/notice-of-intent-to-repatriate-a-cultural-item-alaska-state-museum-juneau-ak
2/13/2008,"Saint Louis Science Center, Saint Louis, MO",https://www.federalregister.gov/documents/2008/02/13/E8-2602/notice-of-intent-to-repatriate-cultural-items-saint-louis-science-center-saint-louis-mo
12/19/2007,"Horner Collection, Oregon State University, Corvallis, OR",https://www.federalregister.gov/documents/2007/12/19/E7-24618/notice-of-intent-to-repatriate-cultural-items-horner-collection-oregon-state-university-corvallis-or
12/19/2007,"Hastings Museum of Natural and Cultural History, Hastings, NE",https://www.federalregister.gov/documents/2007/12/19/E7-24622/notice-of-intent-to-repatriate-cultural-items-hastings-museum-of-natural-and-cultural-history
12/19/2007,"Denver Museum of Nature & Science, Denver, CO",https://www.federalregister.gov/documents/2007/12/19/E7-24611/notice-of-intent-to-repatriate-cultural-items-denver-museum-of-nature-and-science-denver-co
12/19/2007,"Amerind Foundation Museum, Amerind Foundation, Inc., Dragoon, AZ",https://www.federalregister.gov/documents/2007/12/19/E7-24645/notice-of-intent-to-repatriate-cultural-items-amerind-foundation-museum-amerind-foundation-inc
11/20/2007,"U.S. Department of Agriculture, Forest Service, Coronado National Forest, Tucson, AZ and Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/2007/11/20/E7-22671/notice-of-intent-to-repatriate-cultural-items-us-department-of-agriculture-forest-service-coronado
11/20/2007,"American Museum of Natural History, New York, NY",https://www.federalregister.gov/documents/2007/11/20/E7-22674/notice-of-intent-to-repatriate-a-cultural-item-american-museum-of-natural-history-new-york-ny
11/20/2007,"Horner Collection, Oregon State University, Corvallis, OR",https://www.federalregister.gov/documents/2007/11/20/E7-22669/notice-of-intent-to-repatriate-cultural-items-horner-collection-oregon-state-university-corvallis-or
10/31/2007,"Milwaukee Public Museum, Milwaukee, WI",https://www.federalregister.gov/documents/2007/10/31/E7-21369/notice-of-intent-to-repatriate-cultural-items-milwaukee-public-museum-milwaukee-wi
10/31/2007,"Denver Museum of Nature & Science, Denver, CO",https://www.federalregister.gov/documents/2007/10/31/E7-21366/notice-of-intent-to-repatriate-a-cultural-item-denver-museum-of-nature-and-science-denver-co
10/31/2007,"Denver Museum of Nature & Science, Denver, CO",https://www.federalregister.gov/documents/2007/10/31/E7-21365/notice-of-intent-to-repatriate-cultural-items-denver-museum-of-nature-and-science-denver-co
9/19/2007,"Kansas State Historical Society, Topeka, KS",https://www.federalregister.gov/documents/2007/09/19/E7-18484/notice-of-intent-to-repatriate-cultural-items-kansas-state-historical-society-topeka-ks
9/13/2007,"Thomas Burke Memorial Washington State Museum, University of Washington, Seattle, WA",https://www.federalregister.gov/documents/2007/09/13/E7-18102/notice-of-intent-to-repatriate-cultural-items-thomas-burke-memorial-washington-state-museum
9/13/2007,"School for Advanced Research, Santa Fe, NM",https://www.federalregister.gov/documents/2007/09/13/E7-18099/notice-of-intent-to-repatriate-cultural-items-school-for-advanced-research-santa-fe-nm
9/13/2007,"Cincinnati Museum Center, Cincinnati, OH",https://www.federalregister.gov/documents/2007/09/13/E7-18105/notice-of-intent-to-repatriate-cultural-items-cincinnati-museum-center-cincinnati-oh
8/30/2007,"Augusta Museum of History, Augusta, GA",https://www.federalregister.gov/documents/2007/08/30/E7-17204/notice-of-intent-to-repatriate-cultural-items-augusta-museum-of-history-augusta-ga
8/24/2007,"Fort Worth Museum of Science and History, Fort Worth, TX",https://www.federalregister.gov/documents/2007/08/24/E7-16798/notice-of-intent-to-repatriate-cultural-items-fort-worth-museum-of-science-and-history-fort-worth-tx
8/24/2007,"Field Museum of Natural History, Chicago, IL",https://www.federalregister.gov/documents/2007/08/24/E7-16775/notice-of-intent-to-repatriate-cultural-items-field-museum-of-natural-history-chicago-il
8/24/2007,"Science Museum of Minnesota, St. Paul, MN",https://www.federalregister.gov/documents/2007/08/24/E7-16779/notice-of-intent-to-repatriate-cultural-items-science-museum-of-minnesota-st-paul-mn
8/24/2007,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2007/08/24/E7-16780/notice-of-intent-to-repatriate-cultural-items-peabody-museum-of-archaeology-and-ethnology-harvard
8/24/2007,"Field Museum of Natural History, Chicago, IL",https://www.federalregister.gov/documents/2007/08/24/E7-16774/notice-of-intent-to-repatriate-cultural-items-field-museum-of-natural-history-chicago-il
8/24/2007,"Denver Museum of Nature & Science, Denver, CO",https://www.federalregister.gov/documents/2007/08/24/E7-16786/notice-of-intent-to-repatriate-a-cultural-item-denver-museum-of-nature-and-science-denver-co
8/24/2007,"Denver Museum of Nature & Science, Denver, CO",https://www.federalregister.gov/documents/2007/08/24/E7-16785/notice-of-intent-to-repatriate-a-cultural-item-denver-museum-of-nature-and-science-denver-co
7/30/2007,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2007/07/30/E7-14578/notice-of-intent-to-repatriate-cultural-items-peabody-museum-of-archaeology-and-ethnology-harvard
6/4/2007,"American Museum of Natural History, New York, NY",https://www.federalregister.gov/documents/2007/06/04/E7-10713/notice-of-intent-to-repatriate-cultural-items-american-museum-of-natural-history-new-york-ny
5/24/2007,"Thomas Burke Memorial Washington State Museum, University of Washington, Seattle, WA",https://www.federalregister.gov/documents/2007/05/24/E7-9970/notice-of-intent-to-repatriate-cultural-items-thomas-burke-memorial-washington-state-museum
5/17/2007,"U.S. Department of Agriculture, Forest Service, Cibola National Forest, Albuquerque, NM",https://www.federalregister.gov/documents/2007/05/17/E7-9450/notice-of-intent-to-repatriate-a-cultural-item-us-department-of-agriculture-forest-service-cibola
4/2/2007,"Southwest Museum of the American Indian, Autry National Center, Los Angeles, CA; Correction",https://www.federalregister.gov/documents/2007/04/02/E7-5977/notice-of-intent-to-repatriate-cultural-items-southwest-museum-of-the-american-indian-autry-national
4/2/2007,"University of Kansas, Lawrence, KS",https://www.federalregister.gov/documents/2007/04/02/E7-5974/notice-of-intent-to-repatriate-a-cultural-item-university-of-kansas-lawrence-ks
3/15/2007,"University of Kansas, Lawrence, KS",https://www.federalregister.gov/documents/2007/03/15/E7-4726/notice-of-intent-to-repatriate-cultural-items-university-of-kansas-lawrence-ks
3/15/2007,"University of Colorado Museum, Boulder, CO",https://www.federalregister.gov/documents/2007/03/15/E7-4733/notice-of-intent-to-repatriate-cultural-items-university-of-colorado-museum-boulder-co
2/7/2007,"State Historical Society of Wisconsin, Madison, WI",https://www.federalregister.gov/documents/2007/02/07/E7-1962/notice-of-intent-to-repatriate-a-cultural-item-state-historical-society-of-wisconsin-madison-wi
2/7/2007,"Denver Museum of Nature & Science, Denver, CO",https://www.federalregister.gov/documents/2007/02/07/E7-1965/notice-of-intent-to-repatriate-cultural-items-denver-museum-of-nature-and-science-denver-co
2/7/2007,"Springfield Science Museum, Springfield, MA",https://www.federalregister.gov/documents/2007/02/07/E7-1969/notice-of-intent-to-repatriate-cultural-items-springfield-science-museum-springfield-ma
12/29/2006,"U.S. Department of Defense, Army Corps of Engineers, Portland District, Portland, OR and Confederated Tribes of the Umatilla Reservation, Oregon",https://www.federalregister.gov/documents/2006/12/29/E6-22345/notice-of-intent-to-repatriate-cultural-items-us-department-of-defense-army-corps-of-engineers
12/29/2006,"Horner Collection, Oregon State University, Corvallis, OR",https://www.federalregister.gov/documents/2006/12/29/E6-22346/notice-of-intent-to-repatriate-cultural-items-horner-collection-oregon-state-university-corvallis-or
12/7/2006,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA; Correction",https://www.federalregister.gov/documents/2006/12/07/E6-20749/notice-of-intent-to-repatriate-cultural-items-peabody-museum-of-archaeology-and-ethnology-harvard
12/7/2006,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2006/12/07/E6-20702/notice-of-intent-to-repatriate-a-cultural-item-peabody-museum-of-archaeology-and-ethnology-harvard
12/7/2006,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2006/12/07/E6-20701/notice-of-intent-to-repatriate-cultural-items-peabody-museum-of-archaeology-and-ethnology-harvard
11/2/2006,"Southwest Museum of the American Indian, Autry National Center, Los Angeles, CA",https://www.federalregister.gov/documents/2006/11/02/E6-18476/notice-of-intent-to-repatriate-cultural-items-southwest-museum-of-the-american-indian-autry-national
11/2/2006,"Thomas Burke Memorial Washington State Museum, University of Washington, Seattle, WA",https://www.federalregister.gov/documents/2006/11/02/E6-18482/notice-of-intent-to-repatriate-cultural-items-thomas-burke-memorial-washington-state-museum
11/2/2006,"Southwest Museum of the American Indian, Autry National Center, Los Angeles, CA",https://www.federalregister.gov/documents/2006/11/02/E6-18509/notice-of-intent-to-repatriate-cultural-items-southwest-museum-of-the-american-indian-autry-national
10/12/2006,"U.S. Department of Energy, Richland Operations Office, Richland, WA and Thomas Burke Memorial Museum, University of Washington, Seattle, WA",https://www.federalregister.gov/documents/2006/10/12/E6-16924/notice-of-intent-to-repatriate-cultural-items-us-department-of-energy-richland-operations-office
8/31/2006,"Thomas Burke Memorial Washington State Museum, University of Washington, Seattle, WA; Correction",https://www.federalregister.gov/documents/2006/08/31/06-7278/notice-of-intent-to-repatriate-cultural-items-thomas-burke-memorial-washington-state-museum
8/30/2006,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2006/08/30/E6-14471/notice-of-intent-to-repatriate-cultural-items-peabody-museum-of-archaeology-and-ethnology-harvard
8/18/2006,"Thomas Burke Memorial Washington State Museum, University of Washington, Seattle, WA",https://www.federalregister.gov/documents/2006/08/18/E6-13690/notice-of-intent-to-repatriate-a-cultural-item-thomas-burke-memorial-washington-state-museum
7/27/2006,"Thomas Burke Memorial Washington State Museum, University of Washington, Seattle, WA",https://www.federalregister.gov/documents/2006/07/27/E6-11997/notice-of-intent-to-repatriate-cultural-items-thomas-burke-memorial-washington-state-museum
7/27/2006,"Institute for American Indian Studies, Washington, CT",https://www.federalregister.gov/documents/2006/07/27/E6-12000/notice-of-intent-to-repatriate-a-cultural-item-institute-for-american-indian-studies-washington-ct
7/27/2006,"Horner Collection, Oregon State University, Corvallis, OR",https://www.federalregister.gov/documents/2006/07/27/E6-12029/notice-of-intent-to-repatriate-cultural-items-horner-collection-oregon-state-university-corvallis-or
7/6/2006,"Field Museum of Natural History, Chicago, IL",https://www.federalregister.gov/documents/2006/07/06/E6-10510/notice-of-intent-to-repatriate-a-cultural-item-field-museum-of-natural-history-chicago-il
7/6/2006,"Institute for American Indian Studies, Washington, CT",https://www.federalregister.gov/documents/2006/07/06/E6-10522/notice-of-intent-to-repatriate-cultural-items-institute-for-american-indian-studies-washington-ct
7/6/2006,"Institute for American Indian Studies, Washington, CT",https://www.federalregister.gov/documents/2006/07/06/E6-10509/notice-of-intent-to-repatriate-a-cultural-item-institute-for-american-indian-studies-washington-ct
7/6/2006,"Horner Collection, Oregon State University, Corvallis, OR",https://www.federalregister.gov/documents/2006/07/06/E6-10508/notice-of-intent-to-repatriate-cultural-items-horner-collection-oregon-state-university-corvallis-or
7/6/2006,"American Museum of Natural History, New York, NY",https://www.federalregister.gov/documents/2006/07/06/E6-10524/notice-of-intent-to-repatriate-cultural-items-american-museum-of-natural-history-new-york-ny
4/26/2006,"South Dakota State Historical Society, Archaeological Research Center, Rapid City, SD",https://www.federalregister.gov/documents/2006/04/26/E6-6268/notice-of-intent-to-repatriate-cultural-items-south-dakota-state-historical-society-archaeological
4/26/2006,"American Museum of Natural History, New York, NY",https://www.federalregister.gov/documents/2006/04/26/E6-6264/notice-of-intent-to-repatriate-cultural-items-american-museum-of-natural-history-new-york-ny
3/14/2006,"U.S. Department of the Interior, Bureau of Indian Affairs, Washington, DC, and Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/2006/03/14/E6-3556/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-bureau-of-indian-affairs
3/14/2006,"Gilcrease Museum, Tulsa, OK",https://www.federalregister.gov/documents/2006/03/14/E6-3553/notice-of-intent-to-repatriate-cultural-items-gilcrease-museum-tulsa-ok
3/14/2006,"Minnesota Museum of American Art, St. Paul, MN",https://www.federalregister.gov/documents/2006/03/14/E6-3551/notice-of-intent-to-repatriate-a-cultural-item-minnesota-museum-of-american-art-st-paul-mn
2/22/2006,"The Trustees of Reservations, Beverly, MA",https://www.federalregister.gov/documents/2006/02/22/E6-2480/notice-of-intent-to-repatriate-a-cultural-item-the-trustees-of-reservations-beverly-ma
2/2/2006,"Denver Museum of Nature & Science, Denver, CO",https://www.federalregister.gov/documents/2006/02/02/E6-1381/notice-of-intent-to-repatriate-cultural-items-denver-museum-of-nature-and-science-denver-co
2/2/2006,"Horner Collection, Oregon State University, Corvallis, OR",https://www.federalregister.gov/documents/2006/02/02/E6-1379/notice-of-intent-to-repatriate-cultural-items-horner-collection-oregon-state-university-corvallis-or
2/1/2006,"Denver Museum of Nature & Science, Denver, CO",https://www.federalregister.gov/documents/2006/02/01/E6-1279/notice-of-intent-to-repatriate-cultural-items-denver-museum-of-nature-and-science-denver-co
2/1/2006,"Denver Museum of Nature & Science, Denver, CO",https://www.federalregister.gov/documents/2006/02/01/E6-1275/notice-of-intent-to-repatriate-a-cultural-item-denver-museum-of-nature-and-science-denver-co
1/12/2006,"Thomas Burke Memorial Washington State Museum, University of Washington, Seattle, WA",https://www.federalregister.gov/documents/2006/01/12/C5-24509/notice-of-intent-to-repatriate-cultural-items-thomas-burke-memorial-washington-state-museum
12/28/2005,"Thomas Burke Memorial Washington State Museum, University of Washington, Seattle, WA",https://www.federalregister.gov/documents/2005/12/28/05-24509/notice-of-intent-to-repatriate-cultural-items-thomas-burke-memorial-washington-state-museum
12/9/2005,"Luther College Anthropology Lab, Luther College, Decorah, IA",https://www.federalregister.gov/documents/2005/12/09/05-23865/notice-of-intent-to-repatriate-cultural-items-luther-college-anthropology-lab-luther-college-decorah
12/9/2005,"New York State Museum, Albany, NY",https://www.federalregister.gov/documents/2005/12/09/05-23871/notice-of-intent-to-repatriate-cultural-items-new-york-state-museum-albany-ny
12/9/2005,"American Museum of Natural History, New York, NY",https://www.federalregister.gov/documents/2005/12/09/05-23869/notice-of-intent-to-repatriate-cultural-items-american-museum-of-natural-history-new-york-ny
