Publication Date,Title,Link
2/18/2016,"Mount Holyoke College Art Museum, South Hadley, MA",https://www.federalregister.gov/documents/2016/02/18/2016-03411/notice-of-intent-to-repatriate-cultural-items-mount-holyoke-college-art-museum-south-hadley-ma
1/27/2016,"Binghamton University, State University of New York, Binghamton, NY",https://www.federalregister.gov/documents/2016/01/27/2016-01591/notice-of-intent-to-repatriate-a-cultural-item-binghamton-university-state-university-of-new-york
1/27/2016,"Fowler Museum at the University of California Los Angeles, Los Angeles, CA, and California Department of Parks and Recreation, Sacramento, CA",https://www.federalregister.gov/documents/2016/01/27/2016-01597/notice-of-intent-to-repatriate-cultural-items-fowler-museum-at-the-university-of-california-los
1/27/2016,"Fowler Museum at the University of California Los Angeles, Los Angeles, CA, and California Department of Transportation, Sacramento, CA",https://www.federalregister.gov/documents/2016/01/27/2016-01605/notice-of-intent-to-repatriate-cultural-items-fowler-museum-at-the-university-of-california-los
1/27/2016,"Fowler Museum at the University of California Los Angeles, Los Angeles, CA",https://www.federalregister.gov/documents/2016/01/27/2016-01593/notice-of-intent-to-repatriate-cultural-items-fowler-museum-at-the-university-of-california-los
12/11/2015,"San Francisco State University, San Francisco, CA",https://www.federalregister.gov/documents/2015/12/11/2015-31305/notice-of-intent-to-repatriate-cultural-items-san-francisco-state-university-san-francisco-ca
12/11/2015,"Los Angeles County Museum of Natural History, Los Angeles, CA",https://www.federalregister.gov/documents/2015/12/11/2015-31308/notice-of-intent-to-repatriate-a-cultural-item-los-angeles-county-museum-of-natural-history-los
12/11/2015,"New York State Museum, Albany, NY",https://www.federalregister.gov/documents/2015/12/11/2015-31304/notice-of-intent-to-repatriate-cultural-items-new-york-state-museum-albany-ny
11/17/2015,"Dallas Museum of Art, Dallas, TX",https://www.federalregister.gov/documents/2015/11/17/2015-29360/notice-of-intent-to-repatriate-cultural-items-dallas-museum-of-art-dallas-tx
11/17/2015,"Carnegie Museum of Natural History, Pittsburgh, PA",https://www.federalregister.gov/documents/2015/11/17/2015-29355/notice-of-intent-to-repatriate-cultural-items-carnegie-museum-of-natural-history-pittsburgh-pa
10/15/2015,"Thomas Burke Washington State Museum, University of Washington, Seattle, WA",https://www.federalregister.gov/documents/2015/10/15/2015-26296/notice-of-intent-to-repatriate-cultural-items-thomas-burke-washington-state-museum-university-of
10/15/2015,"City of Bellingham/Whatcom Museum, Bellingham, WA",https://www.federalregister.gov/documents/2015/10/15/2015-26289/notice-of-intent-to-repatriate-cultural-items-city-of-bellinghamwhatcom-museum-bellingham-wa
8/31/2015,"U.S. Department of Agriculture, Forest Service, Stanislaus National Forest, Sonora, CA",https://www.federalregister.gov/documents/2015/08/31/2015-21501/notice-of-intent-to-repatriate-cultural-items-us-department-of-agriculture-forest-service-stanislaus
8/31/2015,"New York State Museum, Albany, NY",https://www.federalregister.gov/documents/2015/08/31/2015-21499/notice-of-intent-to-repatriate-cultural-items-new-york-state-museum-albany-ny
8/6/2015,"Heard Museum, Phoenix, AZ",https://www.federalregister.gov/documents/2015/08/06/2015-19265/notice-of-intent-to-repatriate-cultural-items-heard-museum-phoenix-az
8/5/2015,"Washington State Parks and Recreation Commission, Olympia, WA",https://www.federalregister.gov/documents/2015/08/05/2015-19266/notice-of-intent-to-repatriate-cultural-items-washington-state-parks-and-recreation-commission
8/5/2015,"Portland Art Museum, Portland, OR",https://www.federalregister.gov/documents/2015/08/05/2015-19238/notice-of-intent-to-repatriate-cultural-items-portland-art-museum-portland-or
8/5/2015,"The University of Iowa Museum of Natural History, Iowa City, IA",https://www.federalregister.gov/documents/2015/08/05/2015-19264/notice-of-intent-to-repatriate-a-cultural-item-the-university-of-iowa-museum-of-natural-history-iowa
6/9/2015,"Longyear Museum of Anthropology, Colgate University, Hamilton, NY",https://www.federalregister.gov/documents/2015/06/09/2015-14098/notice-of-intent-to-repatriate-cultural-items-longyear-museum-of-anthropology-colgate-university
6/9/2015,"Palm Springs Art Museum, Palm Springs, CA",https://www.federalregister.gov/documents/2015/06/09/2015-14114/notice-of-intent-to-repatriate-cultural-items-palm-springs-art-museum-palm-springs-ca
6/9/2015,"U.S. Department of Agriculture, Forest Service, Ozark-St. Francis National Forests, Russellville, AR",https://www.federalregister.gov/documents/2015/06/09/2015-14115/notice-of-intent-to-repatriate-cultural-items-us-department-of-agriculture-forest-service-ozark-st
5/22/2015,"U.S. Department of Agriculture, Forest Service, Hiawatha National Forest, Gladstone, MI",https://www.federalregister.gov/documents/2015/05/22/2015-12533/notice-of-intent-to-repatriate-cultural-items-us-department-of-agriculture-forest-service-hiawatha
4/28/2015,"Beneski Museum of Natural History, Amherst College, Amherst, MA; Correction",https://www.federalregister.gov/documents/2015/04/28/2015-09899/notice-of-intent-to-repatriate-cultural-items-beneski-museum-of-natural-history-amherst-college
4/28/2015,"School for Advanced Research, Indian Arts Research Center, Santa Fe, NM",https://www.federalregister.gov/documents/2015/04/28/2015-09864/notice-of-intent-to-repatriate-cultural-items-school-for-advanced-research-indian-arts-research
4/28/2015,"San Bernardino County Museum, Redlands, CA",https://www.federalregister.gov/documents/2015/04/28/2015-09910/notice-of-intent-to-repatriate-cultural-items-san-bernardino-county-museum-redlands-ca
4/28/2015,"Brooklyn Museum, Brooklyn, NY",https://www.federalregister.gov/documents/2015/04/28/2015-09925/notice-of-intent-to-repatriate-cultural-items-brooklyn-museum-brooklyn-ny
4/28/2015,"State Historical Society of Iowa, Des Moines, IA",https://www.federalregister.gov/documents/2015/04/28/2015-09921/notice-of-intent-to-repatriate-a-cultural-item-state-historical-society-of-iowa-des-moines-ia
4/28/2015,"U.S. Department of the Interior, National Park Service, Big Cypress National Preserve, Ochopee, FL",https://www.federalregister.gov/documents/2015/04/28/2015-09942/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
4/1/2015,"U.S. Department of the Interior, National Park Service, Gulf Islands National Seashore, Gulf Breeze, FL",https://www.federalregister.gov/documents/2015/04/01/2015-07413/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
4/1/2015,"Logan Museum of Anthropology, Beloit College, Beloit, WI",https://www.federalregister.gov/documents/2015/04/01/2015-07396/notice-of-intent-to-repatriate-cultural-items-logan-museum-of-anthropology-beloit-college-beloit-wi
4/1/2015,"Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/2015/04/01/2015-07399/notice-of-intent-to-repatriate-cultural-items-arizona-state-museum-university-of-arizona-tucson-az
3/16/2015,"Minnesota Historical Society, St. Paul, MN",https://www.federalregister.gov/documents/2015/03/16/2015-05979/notice-of-intent-to-repatriate-cultural-items-minnesota-historical-society-st-paul-mn
2/5/2015,"Beneski Museum of Natural History, Amherst College, Amherst, MA",https://www.federalregister.gov/documents/2015/02/05/2015-02212/notice-of-intent-to-repatriate-cultural-items-beneski-museum-of-natural-history-amherst-college
2/4/2015,"U.S. Department of Agriculture, Forest Service, Chugach National Forest, Anchorage, AK, and the Thomas Burke Memorial Washington State Museum, University of Washington, Seattle, WA",https://www.federalregister.gov/documents/2015/02/04/2015-02223/notice-of-intent-to-repatriate-cultural-items-us-department-of-agriculture-forest-service-chugach
2/4/2015,"U.S. Department of the Interior, National Park Service, Horseshoe Bend National Military Park, Daviston, AL",https://www.federalregister.gov/documents/2015/02/04/2015-02213/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
2/4/2015,"Denver Museum of Nature & Science, Denver, CO",https://www.federalregister.gov/documents/2015/02/04/2015-02188/notice-of-intent-to-repatriate-cultural-items-denver-museum-of-nature-and-science-denver-co
2/4/2015,"California State University, Sacramento, Sacramento, CA",https://www.federalregister.gov/documents/2015/02/04/2015-02180/notice-of-intent-to-repatriate-cultural-items-california-state-university-sacramento-sacramento-ca
2/4/2015,"California State University, Sacramento, Sacramento, CA",https://www.federalregister.gov/documents/2015/02/04/2015-02182/notice-of-intent-to-repatriate-cultural-items-california-state-university-sacramento-sacramento-ca
12/22/2014,"Southern Oregon Historical Society, Medford, OR",https://www.federalregister.gov/documents/2014/12/22/2014-29892/notice-of-intent-to-repatriate-cultural-items-southern-oregon-historical-society-medford-or
12/22/2014,"Notice of Intent To Repatriate Cultural Item: U.S. Department of Agriculture, Forest Service, Cibola National Forest, Albuquerque, NM",https://www.federalregister.gov/documents/2014/12/22/2014-29903/notice-of-intent-to-repatriate-cultural-item-us-department-of-agriculture-forest-service-cibola
12/22/2014,"University of Colorado Museum of Natural History, Boulder, CO",https://www.federalregister.gov/documents/2014/12/22/2014-29908/notice-of-intent-to-repatriate-cultural-items-university-of-colorado-museum-of-natural-history
12/22/2014,"Honolulu Museum of Art, Honolulu, HI",https://www.federalregister.gov/documents/2014/12/22/2014-29902/notice-of-intent-to-repatriate-cultural-items-honolulu-museum-of-art-honolulu-hi
11/17/2014,"San Francisco State University NAGPRA Program, San Francisco, CA",https://www.federalregister.gov/documents/2014/11/17/2014-27147/notice-of-intent-to-repatriate-cultural-items-san-francisco-state-university-nagpra-program-san
11/17/2014,"U.S. Department of Agriculture, Forest Service, Cherokee National Forest, Cleveland, TN",https://www.federalregister.gov/documents/2014/11/17/2014-27136/notice-of-intent-to-repatriate-cultural-items-us-department-of-agriculture-forest-service-cherokee
11/17/2014,"San Francisco State University NAGPRA Program, San Francisco, CA",https://www.federalregister.gov/documents/2014/11/17/2014-27146/notice-of-intent-to-repatriate-cultural-items-san-francisco-state-university-nagpra-program-san
10/16/2014,"School for Advanced Research, Indian Arts Research Center, Santa Fe, NM",https://www.federalregister.gov/documents/2014/10/16/2014-24520/notice-of-intent-to-repatriate-cultural-items-school-for-advanced-research-indian-arts-research
10/16/2014,"U.S. Department of the Interior, National Park Service, Wupatki National Monument, Flagstaff, AZ",https://www.federalregister.gov/documents/2014/10/16/2014-24524/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
9/29/2014,"U.S. Department of the Interior, Bureau of Indian Affairs, Washington, DC",https://www.federalregister.gov/documents/2014/09/29/2014-23082/notice-of-intent-to-repatriate-a-cultural-item-us-department-of-the-interior-bureau-of-indian
9/15/2014,"Thomas Burke Memorial Washington State Museum, University of Washington, Seattle, WA",https://www.federalregister.gov/documents/2014/09/15/2014-21900/notice-of-intent-to-repatriate-cultural-items-thomas-burke-memorial-washington-state-museum
9/10/2014,"Stephen F. Austin State University, Nacogdoches, TX",https://www.federalregister.gov/documents/2014/09/10/2014-21483/notice-of-intent-to-repatriate-cultural-items-stephen-f-austin-state-university-nacogdoches-tx
9/10/2014,"Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/2014/09/10/2014-21488/notice-of-intent-to-repatriate-cultural-items-arizona-state-museum-university-of-arizona-tucson-az
9/10/2014,"U.S. Department of Defense, Army, Fort Sill National Historic Landmark and Museum, Fort Sill, OK",https://www.federalregister.gov/documents/2014/09/10/2014-21489/notice-of-intent-to-repatriate-cultural-items-us-department-of-defense-army-fort-sill-national
9/10/2014,"U.S. Department of Defense, Army, Fort Sill National Historic Landmark and Museum, Fort Sill, OK",https://www.federalregister.gov/documents/2014/09/10/2014-21492/notice-of-intent-to-repatriate-cultural-items-us-department-of-defense-army-fort-sill-national
9/10/2014,"California State University, Long Beach, and California State University, Sacramento, CA",https://www.federalregister.gov/documents/2014/09/10/2014-21477/notice-of-intent-to-repatriate-cultural-items-california-state-university-long-beach-and-california
9/10/2014,"Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/2014/09/10/2014-21490/notice-of-intent-to-repatriate-cultural-items-arizona-state-museum-university-of-arizona-tucson-az
9/10/2014,"Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/2014/09/10/2014-21471/notice-of-intent-to-repatriate-cultural-items-arizona-state-museum-university-of-arizona-tucson-az
8/26/2014,"U.S. Department of the Interior, National Park Service, Aztec Ruins National Monument, Aztec, NM",https://www.federalregister.gov/documents/2014/08/26/2014-20222/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
7/28/2014,"U.S. Department of the Interior, Bureau of Land Management, New Mexico State Office, Santa Fe, NM",https://www.federalregister.gov/documents/2014/07/28/2014-17735/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-bureau-of-land
7/28/2014,"Cowlitz County Historical Museum, Kelso, WA",https://www.federalregister.gov/documents/2014/07/28/2014-17734/notice-of-intent-to-repatriate-cultural-items-cowlitz-county-historical-museum-kelso-wa
6/24/2014,"U.S. Department of the Interior, National Park Service, Whitman Mission National Historic Site, Walla Walla, WA",https://www.federalregister.gov/documents/2014/06/24/2014-14748/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
